REF_DATE,GEO,DGUID,Measures,Sex,Age_group,Categories,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2013,Canada,2016A000011124,High-frequency hearing loss,Both sexes,Ages 60 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839941,1.2.1.7.2.3,8.5,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108839942,1.2.2.1.1.1,51,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839943,1.2.2.1.1.2,45.1,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839944,1.2.2.1.1.3,56.9,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108839945,1.2.2.1.2.1,49,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839946,1.2.2.1.2.2,43.1,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839947,1.2.2.1.2.3,54.9,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 11,Hearing loss,Estimate,Percent,239,units ,0,v108839948,1.2.2.2.1.1,10.8,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 11,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839949,1.2.2.2.1.2,6.8,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 11,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839950,1.2.2.2.1.3,16.6,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 11,No hearing loss,Estimate,Percent,239,units ,0,v108839951,1.2.2.2.2.1,89.2,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 11,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839952,1.2.2.2.2.2,83.4,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 6 to 11,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839953,1.2.2.2.2.3,93.2,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 12 to 19,Hearing loss,Estimate,Percent,239,units ,0,v108839954,1.2.2.3.1.1,9.4,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 12 to 19,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839955,1.2.2.3.1.2,6.1,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 12 to 19,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839956,1.2.2.3.1.3,14.2,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 12 to 19,No hearing loss,Estimate,Percent,239,units ,0,v108839957,1.2.2.3.2.1,90.6,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 12 to 19,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839958,1.2.2.3.2.2,85.8,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 12 to 19,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839959,1.2.2.3.2.3,93.9,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 20 to 39,Hearing loss,Estimate,Percent,239,units ,0,v108839960,1.2.2.4.1.1,29.2,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 20 to 39,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839961,1.2.2.4.1.2,18.9,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 20 to 39,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839962,1.2.2.4.1.3,42.1,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 20 to 39,No hearing loss,Estimate,Percent,239,units ,0,v108839963,1.2.2.4.2.1,70.8,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 20 to 39,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839964,1.2.2.4.2.2,57.9,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 20 to 39,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839965,1.2.2.4.2.3,81.1,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 40 to 59,Hearing loss,Estimate,Percent,239,units ,0,v108839972,1.2.2.6.1.1,67.5,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 40 to 59,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839973,1.2.2.6.1.2,57.9,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 40 to 59,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839974,1.2.2.6.1.3,75.8,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 40 to 59,No hearing loss,Estimate,Percent,239,units ,0,v108839975,1.2.2.6.2.1,32.5,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 40 to 59,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839976,1.2.2.6.2.2,24.2,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 40 to 59,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839977,1.2.2.6.2.3,42.1,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 60 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108839978,1.2.2.7.1.1,98.4,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 60 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839979,1.2.2.7.1.2,89.6,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 60 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839980,1.2.2.7.1.3,99.8,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 60 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108839981,1.2.2.7.2.1,,x,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 60 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839982,1.2.2.7.2.2,,x,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Males,Ages 60 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839983,1.2.2.7.2.3,,x,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108839984,1.2.3.1.1.1,40.3,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839985,1.2.3.1.1.2,36.3,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839986,1.2.3.1.1.3,44.4,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108839987,1.2.3.1.2.1,59.7,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839988,1.2.3.1.2.2,55.6,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839989,1.2.3.1.2.3,63.7,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 11,Hearing loss,Estimate,Percent,239,units ,0,v108839990,1.2.3.2.1.1,10.7,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 11,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839991,1.2.3.2.1.2,6.9,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 11,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839992,1.2.3.2.1.3,16.1,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 11,No hearing loss,Estimate,Percent,239,units ,0,v108839993,1.2.3.2.2.1,89.3,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 11,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839994,1.2.3.2.2.2,83.9,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 6 to 11,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839995,1.2.3.2.2.3,93.1,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 12 to 19,Hearing loss,Estimate,Percent,239,units ,0,v108839996,1.2.3.3.1.1,10.9,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 12 to 19,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108839997,1.2.3.3.1.2,6.5,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 12 to 19,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108839998,1.2.3.3.1.3,17.8,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 12 to 19,No hearing loss,Estimate,Percent,239,units ,0,v108839999,1.2.3.3.2.1,89.1,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 12 to 19,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840000,1.2.3.3.2.2,82.2,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 12 to 19,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840001,1.2.3.3.2.3,93.5,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 20 to 39,Hearing loss,Estimate,Percent,239,units ,0,v108840002,1.2.3.4.1.1,11.6,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 20 to 39,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840003,1.2.3.4.1.2,6.4,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 20 to 39,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840004,1.2.3.4.1.3,20,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 20 to 39,No hearing loss,Estimate,Percent,239,units ,0,v108840005,1.2.3.4.2.1,88.4,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 20 to 39,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840006,1.2.3.4.2.2,80,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 20 to 39,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840007,1.2.3.4.2.3,93.6,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 40 to 59,Hearing loss,Estimate,Percent,239,units ,0,v108840014,1.2.3.6.1.1,52.1,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 40 to 59,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840015,1.2.3.6.1.2,40.4,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 40 to 59,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840016,1.2.3.6.1.3,63.5,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 40 to 59,No hearing loss,Estimate,Percent,239,units ,0,v108840017,1.2.3.6.2.1,47.9,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 40 to 59,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840018,1.2.3.6.2.2,36.5,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 40 to 59,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840019,1.2.3.6.2.3,59.6,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 60 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108840020,1.2.3.7.1.1,91.1,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 60 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840021,1.2.3.7.1.2,85.7,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 60 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840022,1.2.3.7.1.3,94.6,,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 60 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108840023,1.2.3.7.2.1,8.9,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 60 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840024,1.2.3.7.2.2,5.4,E,,,1
2013,Canada,2016A000011124,High-frequency hearing loss,Females,Ages 60 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840025,1.2.3.7.2.3,14.3,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108840026,1.3.1.1.1.1,33.4,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840027,1.3.1.1.1.2,30.1,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840028,1.3.1.1.1.3,36.9,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108840029,1.3.1.1.2.1,66.6,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840030,1.3.1.1.2.2,63.1,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840031,1.3.1.1.2.3,69.9,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 11,Hearing loss,Estimate,Percent,239,units ,0,v108840032,1.3.1.2.1.1,8.3,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 11,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840033,1.3.1.2.1.2,5.6,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 11,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840034,1.3.1.2.1.3,12.1,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 11,No hearing loss,Estimate,Percent,239,units ,0,v108840035,1.3.1.2.2.1,91.7,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 11,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840036,1.3.1.2.2.2,87.9,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 6 to 11,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840037,1.3.1.2.2.3,94.4,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 12 to 19,Hearing loss,Estimate,Percent,239,units ,0,v108840038,1.3.1.3.1.1,7.8,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 12 to 19,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840039,1.3.1.3.1.2,5.4,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 12 to 19,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840040,1.3.1.3.1.3,11.1,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 12 to 19,No hearing loss,Estimate,Percent,239,units ,0,v108840041,1.3.1.3.2.1,92.2,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 12 to 19,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840042,1.3.1.3.2.2,88.9,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 12 to 19,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840043,1.3.1.3.2.3,94.6,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 20 to 39,Hearing loss,Estimate,Percent,239,units ,0,v108840044,1.3.1.4.1.1,16.3,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 20 to 39,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840045,1.3.1.4.1.2,10.7,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 20 to 39,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840046,1.3.1.4.1.3,24.2,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 20 to 39,No hearing loss,Estimate,Percent,239,units ,0,v108840047,1.3.1.4.2.1,83.7,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 20 to 39,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840048,1.3.1.4.2.2,75.8,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 20 to 39,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840049,1.3.1.4.2.3,89.3,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 40 to 59,Hearing loss,Estimate,Percent,239,units ,0,v108840056,1.3.1.6.1.1,36.9,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 40 to 59,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840057,1.3.1.6.1.2,31.5,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 40 to 59,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840058,1.3.1.6.1.3,42.5,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 40 to 59,No hearing loss,Estimate,Percent,239,units ,0,v108840059,1.3.1.6.2.1,63.1,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 40 to 59,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840060,1.3.1.6.2.2,57.5,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 40 to 59,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840061,1.3.1.6.2.3,68.5,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 60 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108840062,1.3.1.7.1.1,78.6,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 60 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840063,1.3.1.7.1.2,73.4,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 60 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840064,1.3.1.7.1.3,83.1,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 60 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108840065,1.3.1.7.2.1,21.4,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 60 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840066,1.3.1.7.2.2,16.9,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Both sexes,Ages 60 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840067,1.3.1.7.2.3,26.6,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 6 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108840068,1.3.2.1.1.1,39.2,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 6 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840069,1.3.2.1.1.2,33,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 6 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840070,1.3.2.1.1.3,45.7,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 6 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108840071,1.3.2.1.2.1,60.8,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 6 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840072,1.3.2.1.2.2,54.3,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 6 to 79,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840073,1.3.2.1.2.3,67,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 6 to 11,Hearing loss,Estimate,Percent,239,units ,0,v108840074,1.3.2.2.1.1,,F,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 6 to 11,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840075,1.3.2.2.1.2,,F,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 6 to 11,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840076,1.3.2.2.1.3,,F,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 6 to 11,No hearing loss,Estimate,Percent,239,units ,0,v108840077,1.3.2.2.2.1,93.1,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 6 to 11,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840078,1.3.2.2.2.2,85.4,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 6 to 11,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840079,1.3.2.2.2.3,96.9,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 12 to 19,Hearing loss,Estimate,Percent,239,units ,0,v108840080,1.3.2.3.1.1,7.3,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 12 to 19,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840081,1.3.2.3.1.2,4.4,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 12 to 19,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840082,1.3.2.3.1.3,11.8,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 12 to 19,No hearing loss,Estimate,Percent,239,units ,0,v108840083,1.3.2.3.2.1,92.7,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 12 to 19,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840084,1.3.2.3.2.2,88.2,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 12 to 19,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840085,1.3.2.3.2.3,95.6,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 20 to 39,Hearing loss,Estimate,Percent,239,units ,0,v108840086,1.3.2.4.1.1,21,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 20 to 39,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840087,1.3.2.4.1.2,12.2,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 20 to 39,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840088,1.3.2.4.1.3,33.8,E,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 20 to 39,No hearing loss,Estimate,Percent,239,units ,0,v108840089,1.3.2.4.2.1,79,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 20 to 39,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840090,1.3.2.4.2.2,66.2,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 20 to 39,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840091,1.3.2.4.2.3,87.8,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 40 to 59,Hearing loss,Estimate,Percent,239,units ,0,v108840098,1.3.2.6.1.1,47.3,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 40 to 59,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840099,1.3.2.6.1.2,37.3,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 40 to 59,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840100,1.3.2.6.1.3,57.5,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 40 to 59,No hearing loss,Estimate,Percent,239,units ,0,v108840101,1.3.2.6.2.1,52.7,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 40 to 59,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840102,1.3.2.6.2.2,42.5,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 40 to 59,No hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840103,1.3.2.6.2.3,62.7,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 60 to 79,Hearing loss,Estimate,Percent,239,units ,0,v108840104,1.3.2.7.1.1,86.8,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 60 to 79,Hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840105,1.3.2.7.1.2,81.2,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 60 to 79,Hearing loss,"High 95% confidence interval, estimate",Percent,239,units ,0,v108840106,1.3.2.7.1.3,90.9,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 60 to 79,No hearing loss,Estimate,Percent,239,units ,0,v108840107,1.3.2.7.2.1,13.2,,,,1
2013,Canada,2016A000011124,Speech-frequency hearing loss,Males,Ages 60 to 79,No hearing loss,"Low 95% confidence interval, estimate",Percent,239,units ,0,v108840108,1.3.2.7.2.2,9.1,,,,1
